target_pheno_group	phenotype	var.label	name_fixEffect_pThre	sex.group	ai_fix_eff_esti	ai_pvalue2sided	ai_R2	ai_SE	cpd_fix_eff_esti	cpd_pvalue2sided	cpd_R2	cpd_SE	dpw_fix_eff_esti	dpw_pvalue2sided	dpw_R2	dpw_SE	sc_fix_eff_esti	sc_pvalue2sided	sc_R2	sc_SE	si_fix_eff_esti	si_pvalue2sided	si_R2	si_SE	signi.thres.T4
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q1	Cigarettes per day	S3	females	-0.0790122	0.0109839031967616	0.00538132071384007	0.0310223	0.112517	0.000310171608133133	0.0108870427228593	0.0311112	-0.0158371	0.602169534529279	0.000217598349994937	0.0303734	0.0469416	0.145690441665925	0.00189951812430226	0.0322442	0.140455	9.8280598109579e-06	0.0168703375750435	0.0316423	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q1	Cigarettes per day	S3	males	0.00542316	0.890072834264944	2.53516016576414e-05	0.0392264	0.115706	0.0024500060873818	0.0115129176702307	0.0380813	0.0190265	0.626069123848352	0.000314066844274793	0.0390334	0.0213942	0.600858362632486	0.000394566098728067	0.0408786	0.0525915	0.184684581160842	0.00236526867617638	0.0396161	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q1	Cigarettes per day	S4	allSexes	-0.0651979	0.00759404360826747	0.00368975301544512	0.0243992	0.131951	8.76557045031676e-08	0.0149316945810211	0.0245759	0.00943468	0.697617195116493	7.70059365522485e-05	0.0242792	0.0391666	0.127324617736032	0.00135623174892228	0.0256775	0.0915202	0.000236067512270843	0.00725415300048003	0.0248484	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q1	Cigarettes per day	S4	females	-0.0841243	0.00619844680334461	0.006142893815818	0.0306836	0.132813	2.6697049423521e-05	0.0151274212143108	0.0315067	-0.0190397	0.526702923279568	0.000313610113890893	0.030068	0.0681055	0.0341979157985987	0.00410078058666623	0.032125	0.113388	0.000381671894011701	0.0111349169008734	0.0318329	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q1	Cigarettes per day	S4	males	-0.0468154	0.225309726502537	0.00190242506042893	0.0385821	0.133589	0.000520866716829842	0.0153047106789266	0.0383554	0.0395954	0.317748034562279	0.00135631113504624	0.0396083	-0.0173376	0.670311573980972	0.000265754189401994	0.0407114	0.052787	0.171974034202531	0.00241327465493374	0.0386146	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q1	Cigarettes per day	S5	allSexes	-0.0729739	0.00371867821260274	0.00460948360341723	0.0251264	0.151285	1.17132917113797e-09	0.0197083513385494	0.0247556	0.0104781	0.670728994637293	9.4793859988356e-05	0.0246424	0.0461903	0.079171960529801	0.00190803315181758	0.0262991	0.118659	2.28787785157265e-06	0.0120489357743246	0.0250386	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q1	Cigarettes per day	S5	females	-0.0998728	0.00152496286080586	0.00863399139764819	0.0314383	0.147484	2.95724001225353e-06	0.0187304569372564	0.0314141	-0.0134116	0.66083244172977	0.000155301737459916	0.0305596	0.0793756	0.017256044750594	0.00563453904407991	0.0332905	0.138747	1.35604342935233e-05	0.0164738278948104	0.0317647	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q1	Cigarettes per day	S5	males	-0.0434289	0.279330320541282	0.00163258130417249	0.0401189	0.150547	0.000127468150733854	0.0195165373836566	0.0391158	0.0425376	0.292771706741226	0.00156228799780045	0.040408	-0.0164789	0.682814372776989	0.000242851498128319	0.040314	0.0850711	0.0306565427857823	0.00619314742457511	0.0392928	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q1	Cigarettes per day	S6	allSexes	-0.0787677	0.00184953453764947	0.00542471584487716	0.0252682	0.149562	1.34249183981348e-09	0.0192774698402732	0.0245628	-6.12108e-05	0.99801947462103	3.20006858281793e-09	0.0246568	0.0542722	0.0423948165228683	0.00264761174605643	0.0267241	0.102731	4.11631690293617e-05	0.00901730980174508	0.0249992	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q1	Cigarettes per day	S6	females	-0.112582	0.000393491442866307	0.011082011194157	0.0316786	0.145114	2.69759897890575e-06	0.0181478896985466	0.0307842	-0.0292144	0.336901602427112	0.000728948954587139	0.0304105	0.0834704	0.0125772959241802	0.00626274076462238	0.0334006	0.115182	0.00029936900670854	0.0113355654801028	0.0317667	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q1	Cigarettes per day	S6	males	-0.0386199	0.338473862960868	0.00130407615888208	0.040325	0.146064	0.000223901622107918	0.01838628059577	0.0394121	0.0393689	0.332477524903263	0.0013237614686453	0.0405999	-0.00472942	0.909572803682672	2.01055155110911e-05	0.0416283	0.0827744	0.0349663246646681	0.00585417960340767	0.039191	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q1	Cigarettes per day	S7	allSexes	-0.0809945	0.00152564943837168	0.00574376144113117	0.0255194	0.130653	1.52031026848896e-07	0.0148290098570436	0.0248032	-0.00585261	0.814781482238641	2.9116476809712e-05	0.0249801	0.0401481	0.13369313761693	0.00145095459940213	0.0267607	0.0961243	0.000126779149486887	0.00791040839138401	0.0250347	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q1	Cigarettes per day	S7	females	-0.102063	0.00161041265864548	0.00912057031013693	0.0322901	0.125841	5.54362251607951e-05	0.0137568088509966	0.0311091	-0.0400129	0.190047958928321	0.00136094229174495	0.0305177	0.065136	0.0508986082549543	0.00381914369657642	0.0333316	0.112381	0.000401116677472367	0.0108123055364192	0.0316675	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q1	Cigarettes per day	S7	males	-0.0635037	0.116512025960572	0.00353088356250258	0.0404184	0.131747	0.000881247665079694	0.0150783857878333	0.0394739	0.0410455	0.32849418188529	0.00143209145556754	0.0419815	-0.00874215	0.834046813521852	6.87955484049078e-05	0.0417132	0.0693805	0.0778613871895209	0.00412104517887573	0.0393017	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q1	Cigarettes per day	S8	allSexes	-0.0773889	0.00244666049307346	0.00524976000096324	0.0255118	0.13021	1.71046998936882e-07	0.014710641582797	0.0248226	-0.00527204	0.832678533192398	2.36286404545201e-05	0.0249513	0.0388649	0.145799221222278	0.00136380416094069	0.0267102	0.097271	0.000107347935381482	0.0081160383518807	0.0250661	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q1	Cigarettes per day	S8	females	-0.0999356	0.00197210339284692	0.00875432268567408	0.0322285	0.126839	4.64164872114102e-05	0.0139588151205478	0.031034	-0.0378479	0.215938363789444	0.00121776900391759	0.0305714	0.0627574	0.0597896520063412	0.00355604122775807	0.0333103	0.110655	0.0004978264451327	0.0105031462847566	0.0316979	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q1	Cigarettes per day	S8	males	-0.0589704	0.145770308451874	0.00304824766284593	0.0405031	0.129728	0.00113766201685737	0.0146019340228228	0.0397328	0.0401777	0.335584310305731	0.00137230764836362	0.0417013	-0.00864277	0.83526751847571	6.74439213865857e-05	0.0415491	0.0743172	0.0593690322959437	0.00473757399929387	0.0393642	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q3_recode	Smoking cessation	S1	allSexes	-0.00283078	0.742519812370692	3.27801615480219e-05	0.00861612	0.0229999	0.00631348552365959	0.00218044733513805	0.00841651	-0.00601069	0.475276284134985	0.000152897968089666	0.00841835	0.0172841	0.0424324054523311	0.0012353670356868	0.00851431	0.0123845	0.137543520941406	0.000636986112958409	0.00833779	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q3_recode	Smoking cessation	S1	females	0.0114849	0.351554718062838	0.000539576825378975	0.0123252	0.0165234	0.163128596599144	0.0011253627580467	0.011843	-0.0131186	0.272207786232322	0.000728329724182209	0.0119441	0.00764256	0.527110807576321	0.000241535061190389	0.0120822	0.011326	0.330594780615249	0.000532753269830878	0.0116381	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q3_recode	Smoking cessation	S1	males	-0.0201883	0.0847937648815302	0.00166724088565961	0.0117064	0.0277836	0.016999347482064	0.00318178435164335	0.0116292	0.00218532	0.851655773041599	2.02107828069528e-05	0.011684	0.0261352	0.0253863118296249	0.00282458158671213	0.0116806	0.0127544	0.271965785845962	0.000675605343011162	0.0116064	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q3_recode	Smoking cessation	S2	allSexes	0.00126747	0.882180052890957	6.45215087261616e-06	0.00855144	0.0229049	0.00621093315463144	0.00215434343784186	0.00836521	0.000426103	0.959972662577283	7.67001510733005e-07	0.00848954	0.00381281	0.656834758574414	6.0103550247342e-05	0.00858111	0.0260987	0.00172522670230202	0.00280689074050466	0.00832145	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q3_recode	Smoking cessation	S2	females	0.00406823	0.737873117926989	6.64722122591835e-05	0.012154	0.0149897	0.207369080994161	0.000922664944082844	0.0118844	-0.00682442	0.569456708343825	0.000196742655872924	0.0119946	-0.00886862	0.463112559347573	0.000325178550993039	0.0120844	0.032348	0.00539089840961178	0.00431203846418632	0.0116104	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q3_recode	Smoking cessation	S2	males	-0.00434129	0.711116395278173	7.56949196565876e-05	0.0117199	0.0281751	0.0137127232159532	0.00325978585089025	0.0114193	0.0103266	0.381000626480129	0.000450486463509071	0.0117845	0.0160808	0.175254044866163	0.00106911666464013	0.0118582	0.0193677	0.0946167820874483	0.00154576637577202	0.0115802	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q3_recode	Smoking cessation	S3	allSexes	-0.000338025	0.967850393762453	4.70554000216149e-07	0.00838618	0.0213667	0.0102601179849486	0.00187568455904186	0.00831924	-0.00593297	0.48071279445429	0.000145901529409423	0.00841278	0.0154095	0.0769914538413386	0.000977948577052012	0.00871113	0.0284777	0.000839026049092187	0.00331337389137169	0.00851981	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q3_recode	Smoking cessation	S3	females	-0.00418581	0.723709739520222	7.21557340527171e-05	0.011839	0.0176388	0.138543196364047	0.00127827110080443	0.0119028	-0.014569	0.217960740107843	0.000879781907002271	0.0118216	1.78351e-06	0.999884263076794	1.31005648785033e-11	0.0122937	0.0326968	0.00626752563082147	0.00436788430283527	0.0119475	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q3_recode	Smoking cessation	S3	males	0.00197741	0.864410574031414	1.61029438666992e-05	0.0115781	0.0232503	0.0403864646014387	0.00222096656475371	0.011334	0.00198149	0.8650843997334	1.62741872838005e-05	0.0116605	0.027559	0.0212784185835338	0.0031279934457054	0.0119552	0.0216091	0.0678870497700694	0.00190780500201756	0.011828	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q3_recode	Smoking cessation	S4	allSexes	-0.0111348	0.182576845017165	0.000514169347931917	0.00835237	0.0241735	0.00464038732115254	0.00239427513954216	0.00853331	0.00640132	0.446619764094844	0.00016936364572791	0.00841007	0.0137751	0.113860742899366	0.000801498920801622	0.00871028	0.0389356	5.43306534611604e-06	0.00627274731496171	0.00854887	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q3_recode	Smoking cessation	S4	females	-0.0171535	0.145553795572112	0.0012202444327741	0.0117808	0.0191021	0.115940584885119	0.00149505515471241	0.0121452	0.0107723	0.355280161661789	0.000479620786711907	0.0116503	0.00823937	0.497394002788716	0.000286748683780349	0.0121393	0.0366566	0.00256344146088657	0.00555991831420193	0.0121378	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q3_recode	Smoking cessation	S4	males	-0.00919135	0.423478396507351	0.000350348247376366	0.0114806	0.0292255	0.012141990926899	0.00349960385339116	0.0116402	-0.00152835	0.897132551365114	9.65443272003391e-06	0.0118198	0.0149797	0.213661000931058	0.000947806434951562	0.0120412	0.0404628	0.000558193448580093	0.00677447921724859	0.0117017	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q3_recode	Smoking cessation	S5	allSexes	-0.0163441	0.0570875272973017	0.00110471548476418	0.00858735	0.0158983	0.0602342063100294	0.00103985118748227	0.00845793	0.00813824	0.336065009012125	0.000273204203117099	0.0084588	0.0176095	0.0477510482391993	0.00132492001231595	0.00889242	0.0336552	9.95754049626263e-05	0.00463087366075506	0.00863801	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q3_recode	Smoking cessation	S5	females	-0.0241526	0.0424768215976901	0.00241243820545346	0.0118962	0.0177497	0.139697899812639	0.00129613981253508	0.0120127	0.0141201	0.230202190129083	0.000822435664301878	0.0117643	0.0156646	0.213390064176822	0.00104841742212681	0.0125846	0.0337126	0.00594743250253925	0.00464668333198615	0.0122414	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q3_recode	Smoking cessation	S5	males	-0.0113428	0.345877038158025	0.000532070240611285	0.0120299	0.0140495	0.224803766015404	0.000812066422814338	0.01157	-0.000280234	0.981116111402347	3.23942583736471e-07	0.0118376	0.0159445	0.185499550157335	0.00108621906188763	0.0120376	0.0322254	0.00660257226407261	0.00424575778700027	0.011849	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q3_recode	Smoking cessation	S6	allSexes	-0.0144957	0.0922323788015351	0.000877748932466237	0.00860685	0.0130853	0.119667441523748	0.000704995154260431	0.00840657	0.00440554	0.603348154616994	7.91977297142588e-05	0.00847807	0.0143027	0.111170937344508	0.000878510111277947	0.00897644	0.0285438	0.000972752325572967	0.00332589702525083	0.00864668	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q3_recode	Smoking cessation	S6	females	-0.0250148	0.0363193719643969	0.00261388210240685	0.0119407	0.0155759	0.190182451459188	0.000998907018518485	0.0118851	0.00574454	0.626772117314676	0.000134655764648809	0.0118113	0.0116342	0.358515065009855	0.000581277826131206	0.0126674	0.0295862	0.0154655445647177	0.00357325159887141	0.0122074	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q3_recode	Smoking cessation	S6	males	-0.00659976	0.582946772521638	0.000181948387347663	0.0120172	0.0107021	0.353340253868991	0.000471581515081912	0.0115276	0.00219474	0.852601059597018	1.96553414417236e-05	0.0118105	0.0148166	0.223586861725587	0.000942774481229296	0.0121697	0.0254501	0.0329341587950027	0.00264401677093112	0.0119223	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q3_recode	Smoking cessation	S7	allSexes	-0.0138371	0.111930060453037	0.000800915604601186	0.00870267	0.00680435	0.424665973261364	0.000192157761289708	0.00852198	0.00311862	0.714364737663007	3.94980660755305e-05	0.00852011	0.0092807	0.299903660404656	0.000370421816772901	0.00895133	0.0227539	0.0078517703237698	0.00211765630240113	0.00855432	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q3_recode	Smoking cessation	S7	females	-0.0227236	0.0623839032606618	0.0021599856597682	0.012186	0.00825693	0.490749142299098	0.000282957915026569	0.0119794	0.00388874	0.742211716203141	6.1414189846417e-05	0.0118207	0.00695735	0.580831803755902	0.000208172228990469	0.0125977	0.0260552	0.0308186370220732	0.0027767233172234	0.0120563	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q3_recode	Smoking cessation	S7	males	-0.00740422	0.539467668506971	0.000229327018557361	0.012064	0.00596485	0.61070511725763	0.000147667082593393	0.011715	0.00092294	0.93854204836685	3.45937665045927e-06	0.0119685	0.00988841	0.414534086708274	0.000420521320200639	0.012116	0.0178557	0.131573137339164	0.00130405991668343	0.0118354	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q3_recode	Smoking cessation	S8	allSexes	-0.0133863	0.123908798924073	0.00075043739900591	0.00869835	0.00834265	0.327460412920361	0.000288510912408815	0.00851829	0.00318738	0.707959153811205	4.12629512537989e-05	0.00850809	0.0101607	0.255906291425616	0.00044534380904117	0.00894185	0.021801	0.0106954398765549	0.0019477868024975	0.00853641	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q3_recode	Smoking cessation	S8	females	-0.0222098	0.0686367208830572	0.00206577328867686	0.0121904	0.010015	0.401509945558256	0.000415772828057683	0.011935	0.00398905	0.735715120573944	6.46296137213237e-05	0.0118164	0.00725111	0.564863249652142	0.000226807362717952	0.0125944	0.0240004	0.0459678440340294	0.00236061710039269	0.0120177	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q3_recode	Smoking cessation	S8	males	-0.00735905	0.541542332110913	0.000226796772250422	0.012052	0.00728869	0.534916974127678	0.00022021817286279	0.0117437	0.00153978	0.897469081797863	9.62963772816604e-06	0.0119475	0.0111523	0.356333305502914	0.000536509045932372	0.0120875	0.017693	0.134768297770144	0.00128289627486293	0.0118246	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q6_recode	Drinkers versus non-drinkers	S1	allSexes	-0.0133516	0.007068509003171	0.00112414753099073	0.00495545	0.00197623	0.688842080157658	2.48156990920188e-05	0.00493512	0.00824753	0.0892191692518049	0.000443770771923802	0.00485221	-0.00503414	0.306650891369407	0.000161551456940434	0.00492412	0.00175968	0.718168652636109	1.98243172069823e-05	0.00487553	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S1	females	-0.0142673	0.0386281718870663	0.00128363122156963	0.00689661	-0.00469257	0.491720098231128	0.000139917829163333	0.00682424	0.0098416	0.141973635858246	0.000631891198748279	0.0067007	-0.00785442	0.251254857792234	0.000393267938783675	0.00684507	-0.00440887	0.515421978430509	0.000124447285778088	0.00677797	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S1	males	-0.0110028	0.102906921749688	0.0007634192782908	0.00674444	0.00900018	0.183051519452364	0.000514699716804183	0.00675838	0.0057006	0.395264136478308	0.000212007890097539	0.00670482	-0.00237161	0.725484238099997	3.58547622029388e-05	0.00675346	0.0100473	0.130004832670041	0.000646293193438579	0.00663419	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q6_recode	Drinkers versus non-drinkers	S2	allSexes	0.00255668	0.605656390514533	4.0470606952958e-05	0.00495188	0.00188518	0.701823784643493	2.24968451111483e-05	0.00492376	0.0131929	0.00727507683163379	0.00113345794125787	0.0049141	-0.00334314	0.496327730853834	7.12322657328425e-05	0.00491413	-0.00161521	0.74151207982402	1.65730934651777e-05	0.0048966	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S2	females	-0.000352042	0.959408341876849	7.67318958600651e-07	0.00691649	-0.0063738	0.351863625618513	0.000257165576516581	0.00684561	0.0160324	0.0187777319908401	0.00167387085622004	0.00682004	-0.0062189	0.361857019471663	0.000246487430530399	0.00681952	-0.00977366	0.15160534192073	0.000606820220760774	0.00681504	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S2	males	0.00778057	0.245447413287937	0.0003748088165041	0.00669762	0.0110334	0.0998489497665042	0.000770610100918152	0.0067029	0.0103464	0.124550234364075	0.000697113346535924	0.00673438	-0.000608886	0.928332364532943	2.36286880022908e-06	0.00676914	0.0056259	0.396899384530772	0.000201061818791962	0.00663991	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q6_recode	Drinkers versus non-drinkers	S3	allSexes	0.00582358	0.232187440129284	0.000215302836462781	0.00487395	-0.00567346	0.246027683706526	0.000203863147902808	0.00489032	0.0217223	8.37346958917388e-06	0.00301498382942665	0.00487217	-0.00592295	0.235809588814596	0.000222727011853463	0.00499566	0.00696729	0.154140193137778	0.00030573575589033	0.00488864	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S3	females	0.00658884	0.332705441557746	0.000275605311214501	0.00680114	-0.01361	0.0458946527667094	0.00117316468666354	0.00681549	0.0276516	3.90424877678544e-05	0.00488555497222191	0.00671607	-0.0138132	0.0458844047610564	0.00121139383059078	0.00691692	-0.0012876	0.848834025666183	1.04419207660957e-05	0.00675489	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S3	males	0.00371507	0.57913244392885	8.7620083378466e-05	0.00669733	0.0023623	0.723428047800963	3.53437666620465e-05	0.00667482	0.0147768	0.0282692761762214	0.00139519259693914	0.00673348	0.00241068	0.724783094353006	3.68957112884721e-05	0.00684649	0.0149259	0.0259126131700392	0.00140313517701395	0.00669756	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q6_recode	Drinkers versus non-drinkers	S4	allSexes	0.0099938	0.0401797655435722	0.000638499382905163	0.00486969	-0.00805505	0.103356854604399	0.000409816368028863	0.00494482	0.0217145	9.99417360978485e-06	0.00300426762734498	0.00491249	-0.00942469	0.0657592862126164	0.000578369526504946	0.00512121	0.0091935	0.0598507949374702	0.000539117765946496	0.00488452	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S4	females	0.0124021	0.0686181256431002	0.0009833081338938	0.00680922	-0.0158576	0.021472492478106	0.0015882824480213	0.00689345	0.0253163	0.000180033834479168	0.00408356447991708	0.0067534	-0.0199243	0.00471194098460807	0.00258486221852518	0.00704655	0.00353921	0.602645336995285	7.98977496915549e-05	0.00679784	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S4	males	0.00705474	0.287303308389841	0.000318171444207211	0.00662894	-0.00248158	0.71260664318768	3.88963974900654e-05	0.00673628	0.0181583	0.00767188548365852	0.00210082232801202	0.00680629	0.0024754	0.723176396974492	3.98990015096651e-05	0.00698776	0.0150007	0.0235592619990318	0.00143530743386774	0.00662187	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q6_recode	Drinkers versus non-drinkers	S5	allSexes	0.00962498	0.0522003268839884	0.000590589775773281	0.00495678	-0.0124981	0.0110694985111759	0.000990639497765436	0.00491835	0.0229634	2.584373120831e-06	0.00335317797283826	0.00488073	-0.00763653	0.144962564671051	0.000384101114642355	0.00523873	0.0114808	0.0198082412367095	0.000830731573542496	0.00492643	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S5	females	0.0130912	0.0574307321594012	0.00109255967791735	0.00688825	-0.0179664	0.00929019071971669	0.00204715053050789	0.00690398	0.0261003	0.000101724358035404	0.00433186806848564	0.00670964	-0.0160814	0.0261223140032765	0.00170333924222048	0.00722716	0.010844	0.114668012544232	0.000741131772413604	0.00687258	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S5	males	0.00398696	0.558861447773988	0.0001013374588813	0.00682004	-0.00952865	0.151223937591645	0.000575824844957031	0.00663756	0.0189347	0.00513652169854525	0.00227982273387691	0.00676172	0.00114324	0.870678919370828	8.60851549597905e-06	0.00702196	0.0110658	0.0975802915237988	0.000771759612374392	0.00667747	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q6_recode	Drinkers versus non-drinkers	S6	allSexes	0.00676563	0.174165171124033	0.000294758436848927	0.00497814	-0.0127603	0.00954353914250522	0.00103347117200723	0.00492182	0.0244442	5.29510721516789e-07	0.00375858108989205	0.00486976	-0.00742347	0.161165800504816	0.000364823204762532	0.00529757	0.0132072	0.00746357555890479	0.00109765171722693	0.00493518	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_females-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S6	females	0.00998783	0.147297148078823	0.000642380045099405	0.00689102	-0.0198345	0.00397436112437424	0.00249700326866516	0.00688292	0.0253052	0.000150040909059901	0.0040280218322386	0.00666929	-0.0157962	0.0300054036308999	0.00165186208936131	0.00727695	0.0124668	0.0699490767099958	0.000978031937300397	0.00687756	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_males-only	GSCAN_Q6_recode	Drinkers versus non-drinkers	S6	males	0.000940696	0.891147586225968	5.69833992433142e-06	0.00687326	-0.00799692	0.230217767774676	0.000405902849104046	0.00666395	0.0241846	0.000370327274566729	0.00367917194700353	0.00678545	0.000361448	0.959523145191426	8.64888635336085e-07	0.00712129	0.013425	0.0456752109183681	0.00113415298687957	0.00671531	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-exclu_all-sexes	GSCAN_Q6_recode	Drinkers versus non-drinkers	S7	allSexes	0.00155095	0.759409450947269	1.55113652083871e-05	0.00506404	-0.0130759	0.00863796979819851	0.00109392023329679	0.004978	0.023836	1.13601065557567e-06	0.00355693147815967	0.00489404	-0.0104058	0.0501749204423707	0.000717866803693124	0.00531239	0.0119455	0.0153355628028753	0.000899726025351003	0.00492618	0.000714285714285714
