target_pheno_group	phenotype	var.label	name_fixEffect_pThre	name_fix_eff2	ai_fix_eff_esti	ai_pvalue2sided	ai_R2	ai_SE	cpd_fix_eff_esti	cpd_pvalue2sided	cpd_R2	cpd_SE	dpw_fix_eff_esti	dpw_pvalue2sided	dpw_R2	dpw_SE	sc_fix_eff_esti	sc_pvalue2sided	sc_R2	sc_SE	si_fix_eff_esti	si_pvalue2sided	si_R2	si_SE	signi.thres.T4
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q3_recode	Smoking cessation	S7	sexPRS	-0.00815606	0.60413103885816	0.000767921165985024	0.0157296	0.00339313	0.829509826404864	0.00013142148271699	0.0157566	0.000614996	0.969633606021328	4.29208687285043e-06	0.0161541	-0.000349317	0.981930201041973	1.44673819307727e-06	0.0154219	0.00883879	0.583372961699647	0.000873880288092372	0.016114	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q3_recode	Smoking cessation	S8	PRS	-0.00187816	0.940966284864878	1.47726543367836e-05	0.0253597	0.00167113	0.947674359378605	1.15764304704008e-05	0.025462	0.00353832	0.892468951780659	5.0849514985756e-05	0.0261728	0.0116512	0.643326550604071	0.000585584369940904	0.0251595	0.0112141	0.66493715370838	0.000515367987056809	0.02589	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q3_recode	Smoking cessation	S8	sexPRS	-0.00758137	0.629086622270011	0.000663643902478582	0.0156946	0.00438067	0.780974740290687	0.000219070061750226	0.0157538	-0.000228926	0.988686713129034	5.95212520775958e-07	0.0161436	-0.000975132	0.949491892079405	1.12969930510694e-05	0.0153929	0.00696369	0.664945457804994	0.000543294472937646	0.0160775	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S1	PRS	-0.00869455	0.572030798175276	0.000476706313659773	0.0153862	0.0229247	0.135135163609518	0.00333932632319238	0.0153413	0.00110389	0.941326670279764	7.94991500109245e-06	0.0149975	-0.00033936	0.982524247738103	7.34144590477957e-07	0.0154923	0.0223639	0.13818420354498	0.00320203389991863	0.0150828	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S1	sexPRS	-0.00296116	0.749210292608493	0.000152721735184647	0.00926253	-0.0132557	0.149322986291694	0.00309737327913561	0.00919212	0.00450497	0.614709584303009	0.000362195842300206	0.00894939	-0.00297314	0.749264134122044	0.000155665008634804	0.00930207	-0.0130953	0.148900998502277	0.00302869283752578	0.00907147	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S2	PRS	0.0137295	0.37132877179382	0.00116706867468391	0.0153567	0.0289827	0.0577463763588908	0.00531733048833696	0.0152709	0.00447423	0.768327100549796	0.000130365141195397	0.0151888	0.00545681	0.724711653861374	0.000189777750980891	0.0154943	0.0247969	0.101320149454888	0.00390607314306409	0.0151322	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S2	sexPRS	-0.0071242	0.442184546934358	0.000859774983194277	0.00926967	-0.0172184	0.0609039617898135	0.00518255435314156	0.00918575	0.00552647	0.544095643953517	0.000542439586392813	0.00910969	-0.00556269	0.549278454570468	0.000548443937187162	0.00928867	-0.0167992	0.0651659009962379	0.0049302974344892	0.0091083	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S3	PRS	0.00277053	0.856381695026137	4.87298836012522e-05	0.0153078	0.0200975	0.186299054071619	0.0025581547115225	0.0152055	0.000381301	0.980047716300863	9.28986196667232e-07	0.015246	0.0189667	0.215063644073909	0.00228391694927483	0.0152974	0.034408	0.023860524243257	0.00745653939155411	0.015226	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S3	sexPRS	0.00193846	0.833364254696105	6.56015902628484e-05	0.00921339	-0.016373	0.0735218684047877	0.00470147846577934	0.00914783	0.0134591	0.139683468485136	0.00318834119535374	0.00911169	-0.0157541	0.0851838819716736	0.00436882162839243	0.00915089	-0.0173554	0.0571213446149481	0.00523577278307373	0.00912161	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S4	PRS	0.00349531	0.816039442378201	7.81035138376054e-05	0.0150239	0.0147864	0.333166544070985	0.00138094925471626	0.0152781	0.0105717	0.493791780439738	0.000712079710365877	0.0154484	0.0204832	0.176412568598243	0.00273191300290815	0.0151502	0.027927	0.0640365892542919	0.00497474074721182	0.0150778	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S4	sexPRS	0.00414323	0.647497394995739	0.000301733245289077	0.009061	-0.0145198	0.114220020098127	0.00368455750961777	0.00919157	0.00701266	0.446858583335964	0.000868082375517311	0.00921867	-0.018929	0.0358279820670662	0.0064400977847926	0.00901705	-0.0119182	0.189131430802199	0.0024686568709022	0.00907521	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S5	PRS	-0.000532736	0.972125816722733	1.80929900261074e-06	0.0152457	0.00288941	0.847627185114367	5.29475650144672e-05	0.015037	0.0112176	0.465726695551213	0.000800173422630023	0.0153774	0.0132841	0.370864578254701	0.00116229860209255	0.0148441	0.0128914	0.396181023769774	0.00104740967764932	0.015193	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S5	sexPRS	0.00644227	0.481097963563278	0.000727783936137262	0.00914352	-0.00982803	0.27891513879784	0.00168337637390171	0.00907619	0.00739307	0.420556400767028	0.000963989043039411	0.00917824	-0.013312	0.131671647575606	0.00320705796679309	0.00882932	-0.000898634	0.921828856841042	1.39353696748597e-05	0.00915726	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S6	PRS	-0.0025154	0.869236085133311	4.07440195199467e-05	0.0152787	0.0080488	0.5921955978276	0.000411186520180547	0.0150254	0.0218709	0.156178752866996	0.00300888491728117	0.0154218	0.0126421	0.396954006797232	0.00105805192360379	0.0149236	0.0154042	0.313088999383134	0.00149321158046919	0.0152694	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S6	sexPRS	0.00586984	0.520535089839092	0.000614166102241346	0.00913522	-0.0132607	0.142731002635519	0.00307610650159779	0.00904644	0.00161461	0.860408231376699	4.56850253599464e-05	0.0091812	-0.0127268	0.150073108551828	0.00294877569023261	0.00884163	-0.00139782	0.879153727135442	3.36514155903428e-05	0.00919333	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S7	PRS	-0.00270493	0.859701228266542	4.71809292480649e-05	0.0153028	0.0134687	0.370369097645315	0.00116063011007765	0.0150348	0.0251301	0.108461041670669	0.00395364051878731	0.0156541	0.0108164	0.464248360579451	0.000775636790698134	0.0147784	0.0119693	0.429612775277171	0.000903314792890168	0.015153	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S7	sexPRS	0.00269849	0.768214942034821	0.000129585161088945	0.00915608	-0.0169298	0.0613456929308411	0.00504343993314913	0.00904722	-0.000807183	0.930651456624329	1.13979242844766e-05	0.00927497	-0.0134551	0.1235837793996	0.00330888897955448	0.00873666	-1.51127e-05	0.998678559230742	3.93829521105228e-09	0.00912473	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S8	PRS	-0.0022106	0.885045515989903	3.15479777801584e-05	0.0152897	0.0145663	0.333639051918012	0.00135584651622729	0.0150654	0.0247951	0.113284075936125	0.00384930356182634	0.0156556	0.0111289	0.450964006441457	0.000823588880915607	0.0147628	0.0113728	0.452208604919093	0.000817111316922469	0.0151279	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q6_recode	Drinkers versus non-drinkers	S8	sexPRS	0.00174585	0.848691157002601	5.425145759244e-05	0.00915039	-0.0176769	0.0508795003910291	0.00549885156375902	0.00905207	-0.00116669	0.899896605654639	2.38314573977668e-05	0.00927445	-0.0135124	0.121626086469448	0.00334394297953079	0.00872806	-0.000136247	0.988066762494004	3.20603424861569e-07	0.00910916	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S1	PRS	-1.7391	0.00316743067564377	0.016342702550888	0.589078	1.04747	0.0745047015613517	0.00597382927129104	0.587205	1.782	0.00186848727446177	0.0177518805647289	0.572657	-1.35727	0.021882128977435	0.0100626155718563	0.591912	2.41895	2.5593225972369e-05	0.0320998280586397	0.574176	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S1	sexPRS	0.830208	0.0218880702964902	0.0102865326806319	0.362074	-0.472192	0.188634108327131	0.0033677786909508	0.35914	-0.689669	0.0495101923969335	0.00727376298792709	0.351051	0.717534	0.0489482882158548	0.00776896796556908	0.364331	-1.25975	0.000363199042985927	0.0240165787814695	0.35311	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S2	PRS	-2.71444	3.2571384025771e-06	0.0390899885524648	0.582691	0.883609	0.12992480506641	0.00423500876276735	0.583389	2.46312	2.2475871990399e-05	0.0338543196566253	0.580619	-1.16969	0.0485811692240464	0.00747183487743368	0.592949	2.84047	8.32602221657235e-07	0.0439181547426673	0.575816	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S2	sexPRS	1.30678	0.000285916957305651	0.0247876660909514	0.359999	-0.400375	0.264586962152485	0.00240110009212837	0.358848	-0.935779	0.00882168409222694	0.0133266322389065	0.357198	0.496584	0.171750831080457	0.00374512268797115	0.363327	-1.36077	0.000125378443231467	0.0277193761683824	0.354555	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S3	PRS	-1.28026	0.0280720345561718	0.00891628812550469	0.582776	0.437588	0.449845028314839	0.00103918201040341	0.579031	3.38204	4.94720678925746e-09	0.0626251721907583	0.577353	-1.19727	0.042986888917294	0.00779828385894856	0.591454	2.36037	4.94356660281169e-05	0.0300674578366236	0.58118	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S3	sexPRS	0.538621	0.1334690904834	0.00433995597865762	0.358896	-0.125927	0.724209018789273	0.000238305311762826	0.356879	-1.39556	8.29019863168974e-05	0.0293729697306515	0.354324	0.590736	0.100607262738194	0.00526359026086986	0.359727	-0.97589	0.00605144023332253	0.0141850657293318	0.355387	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S4	PRS	-1.75604	0.0021521974595127	0.016892194115641	0.572044	0.826318	0.155067556372992	0.00369543294615021	0.581078	3.04763	2.32101446706923e-07	0.0507085872840593	0.588596	-1.22159	0.0355576639069996	0.00832607412309189	0.581034	2.59256	6.81904141893945e-06	0.036736484658009	0.575691	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S4	sexPRS	0.790363	0.0257100729238325	0.00940841274388868	0.354242	-0.349908	0.327906740576482	0.00183353791775357	0.357625	-1.15342	0.00138063746820129	0.0201227999091237	0.360419	0.654247	0.0638741464620021	0.00659232606254436	0.352996	-1.09324	0.00202310537357061	0.0177987088685234	0.354003	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S5	PRS	-1.82628	0.00178393491857739	0.0182196093010439	0.58432	-0.492761	0.387578531645048	0.00131952731850218	0.570271	2.73433	3.12716227768777e-06	0.0407384178647592	0.585903	-0.929283	0.102859683785646	0.00487379781228153	0.569622	2.81131	1.16308499538896e-06	0.0426827084341141	0.577627	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S5	sexPRS	0.817399	0.0227734031767972	0.0100394727575284	0.358851	0.363754	0.302506187058326	0.00197597714437118	0.35276	-1.00487	0.00499857725788683	0.0152602027379799	0.357834	0.557218	0.107255214591684	0.0048149141386482	0.345904	-1.18209	0.000935010911902332	0.0206619815483475	0.357009	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S6	PRS	-1.77	0.00245298654048862	0.0172867906151811	0.584079	-0.537695	0.346533860924697	0.00157241317401769	0.571159	2.75955	2.65783887337178e-06	0.0410456259678228	0.5871	-1.1684	0.0411364974814792	0.00774407795251093	0.572014	2.40256	3.57341538580302e-05	0.0311250184498981	0.580793	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S6	sexPRS	0.7736	0.0310441997131738	0.00914080236080884	0.358641	0.387683	0.270642989050633	0.0022528903950527	0.351899	-1.03038	0.00399013186596344	0.0159423197704226	0.357759	0.661804	0.055384470633052	0.00683250810209776	0.345367	-0.959876	0.00739562856931878	0.0135971905869477	0.358239	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S7	PRS	-1.93693	0.00095123620257597	0.0207300505619265	0.585836	-1.04482	0.0671997507948674	0.00598471549497094	0.570728	2.55792	1.6645998303296e-05	0.0350994847732084	0.593577	-1.41307	0.0127623837905696	0.0113432722354971	0.567246	2.40182	3.11461786072076e-05	0.0311674027026886	0.576222	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S7	sexPRS	0.9005	0.0122014871369007	0.0123651435373343	0.359187	0.639389	0.0689418951727006	0.00616412730338788	0.351479	-0.966272	0.00746532908793412	0.0139958289203163	0.36105	0.784336	0.0217442165859192	0.00963453403145974	0.341695	-1.01986	0.00417925140069257	0.0153682119990618	0.355917	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S8	PRS	-1.97639	0.000741423983306708	0.0216080000107799	0.585495	-1.08122	0.0587485951697412	0.00640115363719524	0.57194	2.70561	5.25760429806101e-06	0.0392734365381595	0.593529	-1.42	0.0121994117556197	0.0114894903381388	0.566389	2.48829	1.52922341652812e-05	0.0335171043278863	0.574913	0.000714285714285714
phenoGroup4_GSCAN-phenotypes_sex-PRS-interact-inclu	GSCAN_Q5_Drinks_per_week	Drinks per week in active drinkers	S8	sexPRS	0.930293	0.00955764767591012	0.0131994289806071	0.358868	0.650331	0.0644659207455465	0.00637744585524744	0.351664	-1.05398	0.00351325925600626	0.0166656582566377	0.360946	0.778339	0.0225738644853163	0.00950713240717876	0.3412	-1.06802	0.00264862192718143	0.0168807256803287	0.355163	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S1	PRS	0.0143526	0.343547533292133	0.00114678795227427	0.015152	-0.00883107	0.567218430405908	0.000430285963170472	0.0154341	0.0207193	0.169383941270125	0.00241292756116583	0.015076	-0.00916283	0.551512850049506	0.0004642326658922	0.0153862	-0.00669111	0.65922651270261	0.000252265845240282	0.0151726	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S1	sexPRS	-0.0112683	0.226138771711101	0.00185638995226159	0.00930904	0.00715291	0.447165289416725	0.000747455307323581	0.00940936	0.000555778	0.952228499861408	4.51995515168669e-06	0.00927679	0.00173117	0.853964558714197	4.40826876572269e-05	0.00940501	0.015798	0.089694621181216	0.0037032225858179	0.00930806	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S2	PRS	0.00674057	0.66041607853381	0.00024593909594244	0.0153419	-0.0149408	0.330381290091884	0.00123409370573305	0.0153489	0.0230445	0.122805227060856	0.00300002053118036	0.0149321	-0.00511731	0.740232136602389	0.000144187507594104	0.0154341	-0.0156508	0.299710315746749	0.00137958598748639	0.0150905	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S2	sexPRS	-0.00436455	0.644214503637128	0.000269118622943231	0.00945048	0.0125348	0.182295618311608	0.00228057585163655	0.00939747	0.00234541	0.798803001973715	8.11343260024459e-05	0.00920108	-0.00196048	0.835550156889735	5.61857016428345e-05	0.00944372	0.0224327	0.0153546847283478	0.00747736808538018	0.00925258	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S3	PRS	-0.022122	0.149992952812613	0.00270139426176047	0.0153656	-0.0169129	0.268699092730137	0.0015794302285129	0.0152899	0.0331768	0.0297544422658828	0.00609158091335635	0.0152623	-0.0205939	0.179967684648498	0.00236916627312357	0.0153573	0.00846219	0.576557095143776	0.000398154886652913	0.0151531	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S3	sexPRS	0.00756674	0.42294457166276	0.000833029291577697	0.00944227	0.0133347	0.156304402618025	0.0025749231744055	0.00940548	-0.00188693	0.840416751314592	5.15791000446874e-05	0.00937057	0.00964806	0.303846040286893	0.00137105217731177	0.00938259	0.0107273	0.248932973154673	0.00167868150164929	0.00930351	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S4	PRS	-0.0213975	0.161859946521214	0.00257575854998316	0.015295	-0.0108537	0.473836580329333	0.000661425256657803	0.0151527	0.0292831	0.0540312743552411	0.00474801278354372	0.015197	-0.0160493	0.288286022747244	0.00150035861938128	0.0151128	0.0244503	0.103947628433455	0.0033677516211216	0.0150351	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S4	sexPRS	0.00780069	0.405690830625847	0.000902366677411153	0.00938091	0.00819098	0.377523839643508	0.00099735421774908	0.00928133	-0.000949016	0.918760738645304	1.31665210258171e-05	0.00930422	0.0067775	0.460715418927214	0.000702002441229953	0.00918723	-4.82588e-05	0.995844487157806	3.42158493351349e-08	0.00926563	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S5	PRS	-0.0410527	0.00740834814708842	0.00941118223759581	0.0153258	-0.0100967	0.504886828095752	0.000575011910366909	0.0151408	0.0395533	0.00897866380679277	0.00870096541367221	0.0151338	-0.0272616	0.0668993029389112	0.00446186201050261	0.0148757	0.0321741	0.0339439292768664	0.00582917574325723	0.0151683	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S5	sexPRS	0.0169695	0.0709230452244108	0.00424620812897648	0.00939495	0.00805969	0.384876929127784	0.000969103876510371	0.00927469	-0.0071145	0.443938795063222	0.000740552967842604	0.0092927	0.0159085	0.0776568974282759	0.00397513546500731	0.00901486	-0.00436778	0.638786465971425	0.00028208065158228	0.00930471	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S6	PRS	-0.050116	0.00110373415609879	0.0140770986904631	0.0153543	-0.00610569	0.687083467453565	0.000210985012984093	0.0151569	0.0339996	0.0259907042340258	0.00633792515364958	0.0152683	-0.0250325	0.092963325227037	0.00376830594410069	0.0148986	0.0268988	0.0763764558329143	0.00405707076282312	0.0151768	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S6	sexPRS	0.0232276	0.0131353169519741	0.00806395876933583	0.00936335	0.00493441	0.594669782050397	0.000364673821510293	0.00927338	-0.00450141	0.631333710272782	0.000291491359028757	0.00938046	0.0139402	0.122244580215901	0.00306339383069546	0.00901927	-0.0014728	0.874470177399326	3.18988930429958e-05	0.00932219	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S7	PRS	-0.0488696	0.00145184780931037	0.0134728172892495	0.0153419	-0.00915171	0.544676795326413	0.000477454733724454	0.0151072	0.0377323	0.0145769608326234	0.00773082700377364	0.0154431	-0.0355102	0.0167535537124355	0.0076766375784488	0.0148415	0.0237655	0.115485634250731	0.00320700078795659	0.0150969	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S7	sexPRS	0.0216721	0.0203503008170278	0.00707625495817226	0.00934006	0.00722267	0.435127103311606	0.000784495940791441	0.009254	-0.00614312	0.516524426889383	0.00054056149163022	0.00946925	0.0202237	0.0240883414872316	0.00654113173935163	0.00896364	-0.000603618	0.94802713408923	5.4242981839015e-06	0.00925983	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S8	PRS	-0.0487829	0.00145551763181074	0.0134835550290482	0.0153182	-0.00449598	0.766607086849332	0.00011515258452337	0.0151468	0.0414323	0.00724151314054437	0.00934731288333477	0.0154236	-0.0370963	0.0122470550205151	0.00840166168888097	0.0148055	0.0242939	0.107903442772208	0.00335277094923308	0.0151092	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	alcdep4	DSM4 alcohol dependence	S8	sexPRS	0.021328	0.0221893407951226	0.00687946955176545	0.00932329	0.00470934	0.611184126185888	0.000334274098560202	0.00926295	-0.00826722	0.382229733590501	0.000981966768282375	0.0094607	0.0210488	0.0186585815955356	0.0071010330067594	0.00894622	-0.000885323	0.92388090027849	1.16774548004128e-05	0.00926558	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S1	PRS	0.00458911	0.795383135876601	8.97220017210158e-05	0.0176956	0.017721	0.32814853084446	0.00132594965676037	0.0181212	0.0103391	0.557381616091062	0.000459811319287672	0.0176206	0.0375114	0.0370672977609484	0.0059541948742687	0.0179876	0.0287854	0.104192119056991	0.00357294814014598	0.0177134	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S1	sexPRS	-0.00944564	0.38544579267824	0.000998240638346375	0.0108826	-0.00116446	0.916277182430581	1.51596410467065e-05	0.0110766	-0.00984187	0.365310248895686	0.00108469273321013	0.0108708	-0.0161326	0.143435293540755	0.00292966134923835	0.011025	0.00189423	0.861583562237692	4.07437575050615e-05	0.0108636	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S2	PRS	-0.00648282	0.716648648887039	0.000174093402136943	0.0178612	0.0176029	0.329323058494299	0.00131095847718091	0.0180442	0.017299	0.324404902343267	0.00129375399798328	0.0175533	0.0362839	0.0448411003628875	0.00554743425235518	0.0180833	0.0373829	0.0355227513165757	0.00602340033886329	0.0177782	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S2	sexPRS	-0.0023615	0.830460019769777	6.02921492183084e-05	0.0110289	0.00111612	0.919664852513481	1.38373059719875e-05	0.0110661	-0.0154038	0.155263647531555	0.00267819928627271	0.0108376	-0.0173838	0.117624214334941	0.00338072986211863	0.0111078	0.00762178	0.485341034760274	0.000660569535406813	0.010923	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S3	PRS	-0.0172952	0.334094110587796	0.00126360237613597	0.0179046	0.0142103	0.428733681661664	0.000853278566291671	0.0179558	0.016376	0.356331815458348	0.00113578661660797	0.017753	0.0560839	0.00183516563053639	0.0134466721035622	0.0179939	0.0448629	0.0119072162057702	0.00856409059375169	0.0178345	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S3	sexPRS	-0.00214602	0.845659657121572	5.12779010201167e-05	0.0110241	0.00551111	0.61898097305578	0.000336585959548494	0.0110817	-0.0153549	0.161059375444532	0.00261382330777839	0.0109548	-0.0238157	0.0308128429756162	0.00639323625107923	0.0110263	0.00948794	0.386477357777689	0.00100496600527827	0.0109551	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S4	PRS	-0.0260532	0.14384608788927	0.00292227637213723	0.017823	0.0364305	0.0401113615343628	0.00570263363615646	0.0177453	0.0248573	0.162414811164227	0.00261821764777124	0.0177916	0.0433273	0.0143732742934899	0.00836808724756354	0.0176963	0.0679411	0.000110413338395779	0.0199001741665031	0.0175622	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S4	sexPRS	-0.000278567	0.979664109999897	8.80635938050568e-07	0.0109281	-0.00442991	0.684483367299146	0.000223247993073958	0.0109012	-0.0122589	0.262622060424067	0.00168130704427277	0.0109425	-0.0175875	0.102054464947786	0.0036176608550514	0.0107557	-0.00270418	0.80344470129711	8.22177410879071e-05	0.0108645	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S5	PRS	-0.0107921	0.547117320595931	0.000497728734244181	0.0179237	0.0537511	0.00232340133759655	0.0124713281945236	0.0176435	0.0443518	0.0126107520773814	0.0083722956472984	0.0177749	0.0225516	0.197812162481056	0.00233662076533506	0.01751	0.0702107	7.61086193935916e-05	0.0212432519596973	0.0177363	0.000714285714285714
phenoGroup7_adults-nicotine-dependence-and-more_sex-PRS-interact-inclu	nicdep4	DSM4 nicotine dependence	S5	sexPRS	-0.0149229	0.174761198390457	0.00251298387780438	0.0109954	-0.013549	0.211777549594203	0.00209588862428767	0.0108496	-0.0236148	0.0312676387193259	0.00624390034185551	0.0109629	-0.00212534	0.841035955273349	5.42963155703623e-05	0.0105962	-0.00142806	0.896004460862282	2.30762245715387e-05	0.010925	0.000714285714285714
