target.phenotype	p.value.threshold	Freq_ai_allSexes	Freq_cpd_allSexes	Freq_dpw_allSexes	Freq_sc_allSexes	Freq_si_allSexes	Freq_ai_females	Freq_cpd_females	Freq_dpw_females	Freq_sc_females	Freq_si_females	Freq_ai_males	Freq_cpd_males	Freq_dpw_males	Freq_sc_males	Freq_si_males
SU_cannabis_abuse_onset	S3	0.0126475521729666	-0.0143958722186134	0.154515861884988	0.0120974051315758	-0.083677579776874	0.193248836664366	0.125797162709142	0.129066183818169	0.167964919798706	-0.0571320281182469	-0.100972180753341	-0.101619782828111	0.16213698749987	-0.0936134326962564	-0.0972303305910296
SU_cannabis_dependence_onset	S3	-0.00049215250211528	0.0303027793232243	0.130391167988447	-0.00594554759572951	-0.0963824552739027	0.126973723350878	0.17054812704037	0.150300893365351	0.0197919387378821	0.0879254869776277	-0.0850618226654967	-0.042591204657575	0.127532440673418	-0.0208614903900353	-0.201259118271497
SU_cannabis_use_disorder_onset	S3	0.013311805885053	-0.0429692104722683	0.160096611453386	0.0113351813675694	-0.104503703816387	0.123938612791369	0.0876720318109556	0.180562531528916	0.118785080570989	-0.0808449298489066	-0.0695480906522769	-0.137354071284869	0.132921221362006	-0.0648293219093893	-0.115548882514306
SU_DSM4alcoholAbuse_ori	S4	-0.0251025309475921	-0.0106118729303843	0.0293219055103232	-0.0387437506354833	0.0396501800253778	-0.0252803528849934	0.0367123451699382	0.0265039606265187	-0.0691986167106455	0.0529421137778629	-0.0356601746161699	-0.0649482158846522	0.0401881463342931	0.0139558150309492	0.0363886374886645
SU_DSM4alcoholDepend_ori	S4	-0.0279529198539482	-0.0208369564927828	0.0207713057980519	-0.0291967148939113	0.0369021072210525	-0.031123831625003	0.0124321884983553	0.0204860942174147	-0.0284310431966576	0.0658610251411706	-0.0376142927726431	-0.0525020556062336	0.03071853545349	-0.0160154452461395	0.0172688620845886
SU_DSM4cannabisAbuse_ori	S4	-0.0188148191901708	0.0145460784948321	0.0228917961372425	-0.00310018042076071	0.0367407335473426	0.0237638520907665	-0.0145990365489683	-0.00414085557280218	0.00480144546829633	0.0640389746393311	-0.0752473787766485	0.0554575175649224	0.0589703925303448	0.0030338465713662	0.0250791330060634
SU_DSM4cannabisDepend_ori	S4	-0.0476594977370454	-0.00877433929980698	0.019671711409911	-0.00608689043784191	0.0402884313401561	-0.0100846630167287	-0.0174564664642593	0.0146673778246863	0.0102998981665498	0.0675614129271013	-0.0957391723968152	0.00659339445194067	0.0316817101833016	-0.0124027790794639	0.0233660646284615
SU_DSM5alcoholUD_ori	S4	-0.0425972349891147	0.00441820237358106	0.049659402814951	-0.0372772198168238	0.0585139500608952	-0.0534306123422779	0.0426237954026775	0.0538018222270635	-0.0465882364704101	0.065555353157623	-0.0473330952285047	-0.0369316922856457	0.0587287711262615	-0.00802258528192408	0.0653062957304716
SU_DSM5alcoholUD_0or1vs2or3	S4	-0.0386105339738653	-0.0124339248041434	0.0524304961000664	-0.0263020969499895	0.0320958039499577	-0.0364075809721284	0.0301996329546085	0.048936228128374	-0.0362373488227746	0.0396220953474912	-0.0559642351098084	-0.0554758226200045	0.0673149367585179	0.000132848145900544	0.0387877513045499
SU_DSM5cannabisUD_ori	S4	-0.0344816565489289	0.00142624384381462	0.0418352818615649	-0.00150011828153795	0.0393362387082436	0.0151968327508657	-0.029042317707494	0.0156852695405377	0.0243040984040769	0.0795027287451247	-0.0995190151881158	0.0437059804879491	0.0781095028305945	-0.0147915230019595	0.012149805730274
